,Height,Weight,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,name,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,_name_clean
969,0.7 m (2′04″),35.0 kg (77.2 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,40,76,196,70,130,262,40,76,196,20,40,152,slugma,Slugma,Fire,,Red,Squiggle,False,False,False,False,False,slugma
970,0.8 m (2′07″),5.0 kg (11.0 lbs),"140 (18.3% with PokéBall, full HP)",50 (normal),168,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",82,274,368,80,148,284,86,159,298,85,157,295,75,139,273,72,134,267,slurpuff,Slurpuff,Fairy,,White,Humanoid,False,False,False,False,False,slurpuff
971,1.2 m (3′11″),58.0 kg (127.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),88,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,20,40,152,35,67,185,20,40,152,45,85,207,75,139,273,smeargle,Smeargle,Normal,,White,Upright,False,False,False,False,False,smeargle
972,0.3 m (1′00″),6.5 kg (14.3 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",41,192,286,35,67,185,45,85,207,58,108,236,51,96,221,30,58,174,smoliv,Absol,Dark,,White,Quadruped,,,,,,smoliv
973,0.4 m (1′04″),6.0 kg (13.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),61,Medium Fast,Undiscovered,"0% male, 100% female","25 (6,169–6,425 steps)",45,200,294,30,58,174,15,31,141,85,157,295,65,121,251,65,121,251,smoochum,Smoochum,Ice,Psychic,Pink,Humanoid,False,False,False,False,False,smoochum
974,0.9 m (2′11″),28.0 kg (61.7 lbs),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),86,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,95,175,317,55,103,229,35,67,185,75,139,273,115,211,361,sneasel,Sneasel,Dark,Ice,Black,Upright,False,False,False,False,False,sneasel
975,0.9 m (2′11″),27.0 kg (59.5 lbs),"60 (7.8% with PokéBall, full HP)",35 (lower than normal),86,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,95,175,317,55,103,229,35,67,185,75,139,273,115,211,361,hisuian sneasel,Sneasel,Dark,,Black,Upright,,,,,,sneasel
976,1.3 m (4′03″),43.0 kg (94.8 lbs),"20 (2.6% with PokéBall, full HP)",50 (normal),102,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,130,238,394,60,112,240,40,76,196,80,148,284,120,220,372,sneasler,Sneasel,Dark,,Black,Upright,,,,,,sneasler
977,0.6 m (2′00″),8.1 kg (17.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,45,85,207,55,103,229,45,85,207,55,103,229,63,117,247,snivy,Snivy,Grass,,Green,Upright,False,False,False,False,False,snivy
978,0.3 m (1′00″),3.8 kg (8.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),37,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,25,49,163,35,67,185,45,85,207,30,58,174,20,40,152,snom,Snom,Ice,Bug,White,Squiggle,False,False,False,False,False,snom
979,2.1 m (6′11″),460.0 kg (1014.1 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),189,Slow,Monster,"87.5% male, 12.5% female","40 (10,024–10,280 steps)",160,430,524,110,202,350,65,121,251,65,121,251,110,202,350,30,58,174,snorlax,Snorlax,Normal,,Black,Humanoid,False,False,False,False,False,snorlax
980,0.7 m (2′04″),16.8 kg (37.0 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,"Fairy, Mineral","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,50,94,218,50,94,218,50,94,218,50,94,218,snorunt,Snorunt,Ice,,Gray,Humanoid,False,False,False,False,False,snorunt
981,1.0 m (3′03″),50.5 kg (111.3 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),67,Slow,"Grass, Monster","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,62,116,245,50,94,218,62,116,245,60,112,240,40,76,196,snover,Snover,Grass,Ice,White,Upright,False,False,False,False,False,snover
982,0.6 m (2′00″),7.8 kg (17.2 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),60,Fast,"Fairy, Field","25% male, 75% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,50,94,218,40,76,196,40,76,196,30,58,174,snubbull,Snubbull,Fairy,,Pink,Humanoid,False,False,False,False,False,snubbull
983,0.3 m (1′00″),4.0 kg (8.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,40,76,196,40,76,196,70,130,262,40,76,196,70,130,262,sobble,Sobble,Water,,Blue,Quadruped,False,False,False,False,False,sobble
984,3.4 m (11′02″),230.0 kg (507.1 lbs),"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",137,384,478,137,251,410,107,197,344,113,207,357,89,164,304,97,179,322,solgaleo,Solgaleo,Psychic,Steel,White,Quadruped,True,False,False,False,False,solgaleo
985,0.3 m (1′00″),1.0 kg (2.2 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,30,58,174,40,76,196,105,193,339,50,94,218,20,40,152,solosis,Solosis,Psychic,,Green,Ball,False,False,False,False,False,solosis
986,1.2 m (3′11″),154.0 kg (339.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",90,290,384,95,175,317,85,157,295,55,103,229,65,121,251,70,130,262,solrock,Solrock,Rock,Psychic,Red,Ball,False,False,False,False,False,solrock
987,0.3 m (1′00″),2.0 kg (4.4 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,60,112,240,30,58,174,31,60,177,31,60,177,70,130,262,spearow,Spearow,Normal,Flying,Brown,Wings,False,False,False,False,False,spearow
988,2.0 m (6′07″),44.5 kg (98.1 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,65,121,251,60,112,240,145,265,427,80,148,284,130,238,394,spectrier,Spectrier,Ghost,,Black,Quadruped,True,False,False,False,False,spectrier
989,0.3 m (1′00″),8.4 kg (18.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),75,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,22,44,157,60,112,240,27,53,168,30,58,174,29,56,172,spewpa,Spewpa,Bug,,Black,Blob,False,False,False,False,False,spewpa
990,0.8 m (2′07″),39.5 kg (87.1 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,40,76,196,50,94,218,55,103,229,50,94,218,25,49,163,spheal,Spheal,Ice,Water,Blue,Fish,False,False,False,False,False,spheal
991,1.0 m (3′03″),16.5 kg (36.4 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),141,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,79,146,282,92,170,311,52,98,223,86,159,298,35,67,185,spidops,Zapdos,Electric,,Yellow,Wings,,,,,,spidops
992,0.5 m (1′08″),8.5 kg (18.7 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),50,Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,60,112,240,40,76,196,40,76,196,40,76,196,30,58,174,spinarak,Spinarak,Bug,Poison,Green,Armor,False,False,False,False,False,spinarak
993,1.1 m (3′07″),5.0 kg (11.0 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),126,Fast,"Field, Human-Like","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,60,112,240,60,112,240,60,112,240,60,112,240,60,112,240,spinda,Spinda,Normal,,Brown,Upright,False,False,False,False,False,spinda
994,1.0 m (3′03″),108.0 kg (238.1 lbs),"100 (13.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,Amorphous,"50% male, 50% female","30 (7,454–7,710 steps)",50,210,304,92,170,311,108,198,346,92,170,311,108,198,346,35,67,185,spiritomb,Spiritomb,Ghost,Dark,Purple,Blob,False,False,False,False,False,spiritomb
995,0.7 m (2′04″),30.6 kg (67.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),66,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,25,49,163,35,67,185,70,130,262,80,148,284,60,112,240,spoink,Spoink,Psychic,,Black,Arms,False,False,False,False,False,spoink
996,0.4 m (1′04″),4.1 kg (9.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",40,190,284,61,114,243,54,101,227,45,85,207,45,85,207,65,121,251,sprigatito,Mesprit,Psychic,,Pink,Upright,,,,,,sprigatito
997,0.2 m (0′08″),0.5 kg (1.1 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",78,266,360,52,98,223,60,112,240,63,117,247,65,121,251,23,45,159,spritzee,Spritzee,Fairy,,Pink,Arms,False,False,False,False,False,spritzee
998,0.6 m (2′00″),2.4 kg (5.3 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly green plumage,Tranquill,Normal,,Gray,Wings,,,,,,squawkabilly green plumage
999,0.6 m (2′00″),2.4 kg (5.3 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly blue plumage,Vileplume,Grass,,Red,Humanoid,,,,,,squawkabilly blue plumage
1000,0.6 m (2′00″),2.4 kg (5.3 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly yellow plumage,Swellow,Normal,,Blue,Wings,,,,,,squawkabilly yellow plumage
1001,0.6 m (2′00″),2.4 kg (5.3 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,squawkabilly white plumage,Vanillite,Ice,,White,Blob,,,,,,squawkabilly white plumage
1002,0.5 m (1′08″),9.0 kg (19.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",44,198,292,48,90,214,65,121,251,50,94,218,64,119,249,43,81,203,squirtle,Squirtle,Water,,Blue,Upright,False,False,False,False,False,squirtle
1003,5.5 m (18′01″),820.0 kg (1807.8 lbs),"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",61,232,326,131,240,397,211,384,573,53,99,225,101,186,331,13,27,137,stakataka,Stakataka,Rock,Steel,Gray,Quadruped,False,False,False,False,False,stakataka
1004,1.4 m (4′07″),71.2 kg (157.0 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),163,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",73,256,350,95,175,317,62,116,245,85,157,295,65,121,251,85,157,295,stantler,Stantler,Normal,,Brown,Quadruped,False,False,False,False,False,stantler
1005,1.2 m (3′11″),24.9 kg (54.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),243,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,120,220,372,70,130,262,50,94,218,60,112,240,100,184,328,staraptor,Staraptor,Normal,Flying,Brown,Wings,False,False,False,False,False,staraptor
1006,0.6 m (2′00″),15.5 kg (34.2 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,75,139,273,50,94,218,40,76,196,40,76,196,80,148,284,staravia,Staravia,Normal,Flying,Brown,Wings,False,False,False,False,False,staravia
1007,0.3 m (1′00″),2.0 kg (4.4 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),49,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,55,103,229,30,58,174,30,58,174,30,58,174,60,112,240,starly,Starly,Normal,Flying,Brown,Wings,False,False,False,False,False,starly
1008,1.1 m (3′07″),80.0 kg (176.4 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),182,Slow,Water 3,Genderless,"20 (4,884–5,140 steps)",60,230,324,75,139,273,85,157,295,100,184,328,85,157,295,115,211,361,starmie,Starmie,Water,Psychic,Purple,Blob,False,False,False,False,False,starmie
1009,0.8 m (2′07″),34.5 kg (76.1 lbs),"225 (29.4% with PokéBall, full HP)",50 (normal),68,Slow,Water 3,Genderless,"20 (4,884–5,140 steps)",30,170,264,45,85,207,55,103,229,70,130,262,55,103,229,85,157,295,staryu,Staryu,Water,,Brown,Blob,False,False,False,False,False,staryu
1010,9.2 m (30′02″),400.0 kg (881.8 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),179,Medium Fast,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,85,157,295,200,364,548,55,103,229,65,121,251,30,58,174,steelix,Steelix,Steel,Ground,Gray,Squiggle,False,False,False,False,False,steelix
1011,10.5 m (34′05″),740.0 kg (1631.4 lbs),"25 (3.3% with PokéBall, full HP)",50 (normal),214,Medium Fast,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,125,229,383,230,418,614,55,103,229,95,175,317,30,58,174,mega steelix,Steelix,Steel,,Gray,Squiggle,,,,,,steelix
1012,0.7 m (2′04″),8.2 kg (18.1 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),102,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",52,214,308,40,76,196,48,90,214,40,76,196,48,90,214,62,116,245,steenee,Steenee,Grass,,Purple,Humanoid,False,False,False,False,False,steenee
1013,2.5 m (8′02″),520.0 kg (1146.4 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),165,Slow,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",100,310,404,125,229,383,135,247,405,20,40,152,20,40,152,70,130,262,stonjourner,Stonjourner,Rock,,Gray,Legs,False,False,False,False,False,stonjourner
1014,1.2 m (3′11″),61.0 kg (134.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Field,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,110,202,350,90,166,306,45,85,207,90,166,306,80,148,284,stoutland,Stoutland,Normal,,Gray,Quadruped,False,False,False,False,False,stoutland
1015,0.5 m (1′08″),6.8 kg (15.0 lbs),"140 (18.3% with PokéBall, full HP)",50 (normal),68,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,75,139,273,50,94,218,45,85,207,50,94,218,50,94,218,stufful,Stufful,Normal,Fighting,Pink,Quadruped,False,False,False,False,False,stufful
1016,0.7 m (2′04″),11.0 kg (24.3 lbs),"75 (9.8% with PokéBall, full HP)",70 (higher than normal),165,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,66,123,254,84,155,293,81,150,287,99,182,326,32,62,179,stunfisk,Stunfisk,Ground,Electric,Brown,Fish,False,False,False,False,False,stunfisk
1017,0.7 m (2′04″),20.5 kg (45.2 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,81,150,287,99,182,326,66,123,254,84,155,293,32,62,179,galarian stunfisk,Stunfisk,Ground,,Brown,Fish,,,,,,stunfisk
1018,0.4 m (1′04″),19.2 kg (42.3 lbs),"225 (29.4% with PokéBall, full HP)",50 (normal),66,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",63,236,330,63,117,247,47,89,212,41,78,199,41,78,199,74,137,271,stunky,Stunky,Poison,Dark,Purple,Quadruped,False,False,False,False,False,stunky
1019,1.2 m (3′11″),38.0 kg (83.8 lbs),"65 (8.5% with PokéBall, full HP)",50 (normal),144,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,115,211,361,30,58,174,65,121,251,30,58,174,sudowoodo,Sudowoodo,Rock,,Brown,Humanoid,False,False,False,False,False,sudowoodo
1020,2.0 m (6′07″),187.0 kg (412.3 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",100,310,404,75,139,273,115,211,361,90,166,306,115,211,361,85,157,295,suicune,Suicune,Water,,Blue,Quadruped,True,False,False,False,False,suicune
1021,0.8 m (2′07″),8.5 kg (18.7 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),149,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,55,103,229,105,193,339,85,157,295,30,58,174,sunflora,Sunflora,Grass,,Yellow,Humanoid,False,False,False,False,False,sunflora
1022,0.3 m (1′00″),1.8 kg (4.0 lbs),"235 (30.7% with PokéBall, full HP)",50 (normal),36,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,30,58,174,30,58,174,30,58,174,30,58,174,30,58,174,sunkern,Sunkern,Grass,,Yellow,Ball,False,False,False,False,False,sunkern
1023,0.5 m (1′08″),1.7 kg (3.7 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,"Bug, Water 1","50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,30,58,174,32,62,179,50,94,218,52,98,223,65,121,251,surskit,Surskit,Bug,Water,Blue,Armor,False,False,False,False,False,surskit
1024,0.4 m (1′04″),1.2 kg (2.6 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),62,Erratic,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,40,76,196,60,112,240,40,76,196,75,139,273,50,94,218,swablu,Swablu,Normal,Flying,Blue,Wings,False,False,False,False,False,swablu
1025,0.5 m (1′08″),7.3 kg (16.1 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),133,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,63,117,247,90,166,306,50,94,218,80,148,284,42,80,201,swadloon,Swadloon,Bug,Grass,Green,Arms,False,False,False,False,False,swadloon
1026,1.7 m (5′07″),80.0 kg (176.4 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),163,Fluctuating,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,73,135,269,83,153,291,73,135,269,83,153,291,55,103,229,swalot,Swalot,Poison,,Purple,Arms,False,False,False,False,False,swalot
1027,1.5 m (4′11″),81.9 kg (180.6 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),241,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,110,202,350,90,166,306,85,157,295,90,166,306,60,112,240,swampert,Swampert,Water,Ground,Blue,Upright,False,False,False,False,False,swampert
1028,1.9 m (6′03″),102.0 kg (224.9 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),286,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,150,274,438,110,202,350,95,175,317,110,202,350,70,130,262,mega swampert,Swampert,Water,,Blue,Upright,,,,,,swampert
1029,1.3 m (4′03″),24.2 kg (53.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Flying, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,87,161,300,63,117,247,87,161,300,63,117,247,98,180,324,swanna,Swanna,Water,Flying,White,Wings,False,False,False,False,False,swanna
1030,0.7 m (2′04″),19.8 kg (43.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,85,157,295,60,112,240,75,139,273,50,94,218,125,229,383,swellow,Swellow,Normal,Flying,Blue,Wings,False,False,False,False,False,swellow
1031,0.4 m (1′04″),6.5 kg (14.3 lbs),"225 (29.4% with PokéBall, full HP)",50 (normal),50,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,40,76,196,30,58,174,30,58,174,50,94,218,swinub,Swinub,Ice,Ground,Brown,Quadruped,False,False,False,False,False,swinub
1032,0.4 m (1′04″),3.5 kg (7.7 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",62,234,328,48,90,214,66,123,254,59,110,238,57,107,234,49,92,216,swirlix,Swirlix,Fairy,,White,Legs,False,False,False,False,False,swirlix
1033,0.9 m (2′11″),10.5 kg (23.1 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),149,Medium Fast,"Field, Flying","50% male, 50% female","15 (3,599–3,855 steps)",67,244,338,57,107,234,55,103,229,77,143,278,55,103,229,114,209,359,swoobat,Swoobat,Psychic,Flying,Blue,Wings,False,False,False,False,False,swoobat
1034,1.0 m (3′03″),23.5 kg (51.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",95,300,394,65,121,251,65,121,251,110,202,350,130,238,394,60,112,240,sylveon,Sylveon,Fairy,,Pink,Quadruped,False,False,False,False,False,sylveon
1035,0.3 m (1′00″),0.4 kg (0.9 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),54,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",61,232,326,31,60,177,41,78,199,59,110,238,35,67,185,45,85,207,tadbulb,Granbull,Fairy,,Purple,Upright,,,,,,tadbulb
